List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,31.4%,60.0%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,36.7%
r13,11.4%,11.4%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,0.0%,80.0%
r24,12.5%,25.0%
r32,100.0%,100.0%
r16,6.7%,6.7%
r28,24.4%,0.0%
r25,20.0%,10.0%
r23,0.0%,66.7%
r18,20.0%,20.0%
r11,6.7%,11.1%
r27,96.0%,96.0%
r5,22.5%,7.5%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,96.7%,0.0%
r1,53.3%,70.0%
r30,33.3%,10.0%
r22,0.0%,2.4%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,44.4%,22.2%
r2,42.5%,0.0%
r20,35.0%,0.0%
r15,26.7%,26.7%
Total,28.1%,30.5%
