List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,73.3%,73.3%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,68.6%,22.9%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,40.0%,100.0%
r6,5.7%,40.0%
r29,90.4%,90.4%
r3,26.7%,6.7%
r24,12.5%,12.5%
r32,96.7%,0.0%
r16,0.0%,53.3%
r28,33.3%,42.2%
r25,76.7%,80.0%
r23,5.6%,0.0%
r18,20.0%,0.0%
r11,73.3%,24.4%
r27,4.0%,0.0%
r5,30.0%,0.0%
r17,23.3%,20.0%
r19,0.0%,0.0%
r8,80.0%,36.7%
r1,96.7%,0.0%
r30,30.0%,56.7%
r22,4.8%,2.4%
r26,60.0%,40.0%
r9,95.5%,95.5%
r14,31.1%,46.7%
r2,0.0%,0.0%
r20,20.0%,72.5%
r15,90.0%,66.7%
Total,43.7%,35.0%
