List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,75.0%,75.0%
r34,34.3%,22.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,45.7%
r6,22.9%,74.3%
r29,36.5%,32.7%
r3,0.0%,13.3%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,40.0%,33.3%
r28,33.3%,33.3%
r25,6.7%,83.3%
r23,11.1%,5.6%
r18,23.3%,13.3%
r11,0.0%,48.9%
r27,4.0%,100.0%
r5,37.5%,15.0%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,80.0%,86.7%
r1,70.0%,70.0%
r30,23.3%,3.3%
r22,4.8%,2.4%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,31.1%,17.8%
r2,45.0%,45.0%
r20,52.5%,47.5%
r15,66.7%,13.3%
Total,34.2%,42.0%
