List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,100.0%
r10,40.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,14.3%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,57.1%,97.1%
r29,0.0%,100.0%
r3,6.7%,13.3%
r24,7.5%,7.5%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,57.8%,57.8%
r25,83.3%,6.7%
r23,22.2%,5.6%
r18,3.3%,6.7%
r11,0.0%,73.3%
r27,96.0%,96.0%
r5,7.5%,25.0%
r17,10.0%,40.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,0.0%
r30,23.3%,20.0%
r22,4.8%,7.1%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,62.2%,64.4%
r2,32.5%,32.5%
r20,5.0%,75.0%
r15,93.3%,93.3%
Total,34.9%,48.8%
