List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,100.0%,100.0%
r10,40.0%,0.0%
r21,0.0%,75.0%
r34,80.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,48.6%,48.6%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,0.0%
r16,50.0%,46.7%
r28,42.2%,42.2%
r25,83.3%,0.0%
r23,5.6%,11.1%
r18,23.3%,16.7%
r11,73.3%,0.0%
r27,96.0%,4.0%
r5,42.5%,40.0%
r17,16.7%,43.3%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,73.3%,3.3%
r30,10.0%,3.3%
r22,9.5%,21.4%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,66.7%,6.7%
r2,45.0%,95.0%
r20,0.0%,75.0%
r15,0.0%,0.0%
Total,47.9%,42.6%
