List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,80.0%,0.0%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,0.0%,94.3%
r6,91.4%,91.4%
r29,100.0%,0.0%
r3,20.0%,6.7%
r24,5.0%,5.0%
r32,0.0%,0.0%
r16,3.3%,46.7%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,27.8%,11.1%
r18,3.3%,23.3%
r11,73.3%,22.2%
r27,0.0%,0.0%
r5,55.0%,27.5%
r17,3.3%,40.0%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,0.0%,3.3%
r30,0.0%,10.0%
r22,4.8%,9.5%
r26,0.0%,40.0%
r9,100.0%,0.0%
r14,40.0%,55.6%
r2,10.0%,60.0%
r20,20.0%,27.5%
r15,0.0%,0.0%
Total,39.4%,34.4%
