List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,54.3%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,0.0%,33.3%
r13,42.9%,22.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,10.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,37.8%,24.4%
r25,26.7%,23.3%
r23,0.0%,0.0%
r18,23.3%,16.7%
r11,15.6%,6.7%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,10.0%,53.3%
r19,100.0%,0.0%
r8,96.7%,93.3%
r1,73.3%,73.3%
r30,33.3%,6.7%
r22,14.3%,14.3%
r26,0.0%,0.0%
r9,9.1%,0.0%
r14,64.4%,60.0%
r2,2.5%,45.0%
r20,25.0%,0.0%
r15,0.0%,26.7%
Total,32.1%,34.1%
