List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,0.0%,75.0%
r34,51.4%,37.1%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,40.0%,40.0%
r6,45.7%,97.1%
r29,44.2%,34.6%
r3,20.0%,6.7%
r24,22.5%,15.0%
r32,96.7%,100.0%
r16,36.7%,53.3%
r28,24.4%,100.0%
r25,83.3%,6.7%
r23,11.1%,5.6%
r18,13.3%,20.0%
r11,48.9%,22.2%
r27,0.0%,96.0%
r5,42.5%,25.0%
r17,26.7%,23.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,6.7%,3.3%
r22,21.4%,11.9%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,33.3%,13.3%
r2,42.5%,42.5%
r20,27.5%,0.0%
r15,80.0%,43.3%
Total,40.8%,40.1%
