List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,54.3%,62.9%
r4,30.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,2.9%,40.0%
r6,97.1%,97.1%
r29,40.4%,13.5%
r3,80.0%,0.0%
r24,15.0%,5.0%
r32,100.0%,100.0%
r16,73.3%,0.0%
r28,33.3%,42.2%
r25,13.3%,23.3%
r23,0.0%,16.7%
r18,3.3%,16.7%
r11,4.4%,2.2%
r27,100.0%,100.0%
r5,37.5%,27.5%
r17,3.3%,0.0%
r19,100.0%,0.0%
r8,0.0%,86.7%
r1,0.0%,66.7%
r30,13.3%,36.7%
r22,2.4%,2.4%
r26,0.0%,26.7%
r9,0.0%,0.0%
r14,66.7%,64.4%
r2,45.0%,30.0%
r20,10.0%,42.5%
r15,30.0%,26.7%
Total,30.8%,35.9%
