List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,23.3%,76.7%
r10,60.0%,20.0%
r21,75.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,94.3%,94.3%
r6,91.4%,40.0%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,5.0%,10.0%
r32,0.0%,0.0%
r16,16.7%,3.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,5.6%,33.3%
r18,20.0%,13.3%
r11,73.3%,73.3%
r27,96.0%,4.0%
r5,25.0%,40.0%
r17,30.0%,36.7%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,16.7%,0.0%
r22,0.0%,14.3%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,55.6%,0.0%
r2,32.5%,60.0%
r20,47.5%,20.0%
r15,0.0%,0.0%
Total,43.3%,39.7%
