List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,48.6%,60.0%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,36.7%
r13,37.1%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,17.5%,20.0%
r32,100.0%,0.0%
r16,10.0%,0.0%
r28,24.4%,24.4%
r25,3.3%,10.0%
r23,5.6%,5.6%
r18,3.3%,30.0%
r11,13.3%,15.6%
r27,96.0%,100.0%
r5,2.5%,2.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,96.7%
r1,0.0%,73.3%
r30,33.3%,23.3%
r22,2.4%,2.4%
r26,20.0%,13.3%
r9,0.0%,4.5%
r14,55.6%,0.0%
r2,17.5%,27.5%
r20,17.5%,17.5%
r15,10.0%,26.7%
Total,28.2%,25.9%
