List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,75.0%,75.0%
r34,8.6%,2.9%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,23.3%,43.3%
r13,94.3%,94.3%
r6,5.7%,91.4%
r29,100.0%,0.0%
r3,13.3%,13.3%
r24,5.0%,7.5%
r32,100.0%,0.0%
r16,43.3%,3.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,11.1%,27.8%
r18,3.3%,16.7%
r11,2.2%,73.3%
r27,96.0%,96.0%
r5,25.0%,32.5%
r17,20.0%,13.3%
r19,0.0%,0.0%
r8,83.3%,0.0%
r1,0.0%,96.7%
r30,13.3%,10.0%
r22,7.1%,9.5%
r26,40.0%,40.0%
r9,0.0%,100.0%
r14,60.0%,11.1%
r2,95.0%,62.5%
r20,72.5%,20.0%
r15,90.0%,0.0%
Total,46.4%,35.1%
