List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,65.7%,0.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,34.3%,8.6%
r6,2.9%,0.0%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,24.4%,40.0%
r25,23.3%,13.3%
r23,0.0%,0.0%
r18,3.3%,16.7%
r11,24.4%,6.7%
r27,96.0%,96.0%
r5,5.0%,7.5%
r17,53.3%,0.0%
r19,0.0%,0.0%
r8,96.7%,96.7%
r1,70.0%,0.0%
r30,40.0%,6.7%
r22,16.7%,16.7%
r26,13.3%,46.7%
r9,0.0%,0.0%
r14,51.1%,48.9%
r2,42.5%,45.0%
r20,7.5%,42.5%
r15,0.0%,0.0%
Total,29.7%,28.3%
