List,gaussian_mixture,kmeans
c12,40.0%,40.0%
c13,37.1%,34.3%
c18,20.0%,20.0%
c21,2.6%,5.3%
c6,97.1%,97.1%
c3,86.7%,6.7%
c1,3.3%,70.0%
c23,28.9%,21.1%
c5,22.5%,27.5%
c17,0.0%,53.3%
c11,15.6%,6.7%
c2,52.5%,45.0%
c7,0.0%,0.0%
c16,0.0%,0.0%
c15,13.3%,26.7%
c10,0.0%,0.0%
c20,26.3%,0.0%
c14,22.2%,28.9%
c9,0.0%,9.1%
c19,100.0%,100.0%
c22,0.0%,59.5%
c8,96.7%,96.7%
c4,0.0%,0.0%
Total,28.3%,33.6%
