List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,85.7%,0.0%
r12,3.3%,36.7%
r13,2.9%,11.4%
r6,0.0%,97.1%
r29,69.2%,13.5%
r3,73.3%,80.0%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,83.3%,0.0%
r28,24.4%,24.4%
r25,26.7%,6.7%
r23,0.0%,0.0%
r18,16.7%,23.3%
r11,17.8%,15.6%
r27,96.0%,96.0%
r5,15.0%,27.5%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,0.0%,93.3%
r1,70.0%,73.3%
r30,33.3%,13.3%
r22,7.1%,2.4%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,42.2%,26.7%
r2,20.0%,5.0%
r20,47.5%,47.5%
r15,26.7%,26.7%
Total,34.1%,28.1%
