List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,23.3%,76.7%
r10,0.0%,0.0%
r21,100.0%,0.0%
r34,31.4%,17.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,20.0%,6.7%
r13,45.7%,40.0%
r6,91.4%,91.4%
r29,13.5%,13.5%
r3,20.0%,20.0%
r24,2.5%,12.5%
r32,96.7%,96.7%
r16,30.0%,33.3%
r28,24.4%,24.4%
r25,10.0%,80.0%
r23,16.7%,0.0%
r18,6.7%,20.0%
r11,37.8%,20.0%
r27,0.0%,96.0%
r5,25.0%,20.0%
r17,0.0%,36.7%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,73.3%,56.7%
r30,0.0%,46.7%
r22,9.5%,0.0%
r26,26.7%,40.0%
r9,68.2%,68.2%
r14,51.1%,22.2%
r2,25.0%,25.0%
r20,25.0%,72.5%
r15,26.7%,46.7%
Total,29.1%,39.1%
