List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,100.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,5.7%,80.0%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,48.6%,37.1%
r6,91.4%,0.0%
r29,0.0%,9.6%
r3,13.3%,6.7%
r24,15.0%,12.5%
r32,100.0%,100.0%
r16,3.3%,50.0%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,20.0%,6.7%
r11,22.2%,24.4%
r27,100.0%,100.0%
r5,55.0%,15.0%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,0.0%,0.0%
r30,20.0%,10.0%
r22,9.5%,14.3%
r26,60.0%,40.0%
r9,0.0%,100.0%
r14,53.3%,8.9%
r2,65.0%,42.5%
r20,75.0%,20.0%
r15,0.0%,86.7%
Total,40.5%,32.4%
