List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,57.1%,60.0%
r4,30.0%,10.0%
r33,85.7%,0.0%
r12,6.7%,36.7%
r13,45.7%,5.7%
r6,97.1%,97.1%
r29,0.0%,13.5%
r3,0.0%,80.0%
r24,12.5%,22.5%
r32,100.0%,100.0%
r16,0.0%,56.7%
r28,24.4%,24.4%
r25,10.0%,13.3%
r23,5.6%,0.0%
r18,3.3%,20.0%
r11,33.3%,13.3%
r27,100.0%,100.0%
r5,7.5%,27.5%
r17,53.3%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,73.3%,73.3%
r30,40.0%,46.7%
r22,16.7%,2.4%
r26,20.0%,13.3%
r9,0.0%,9.1%
r14,55.6%,0.0%
r2,37.5%,2.5%
r20,35.0%,30.0%
r15,0.0%,26.7%
Total,33.4%,29.0%
