List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,20.0%
r21,25.0%,75.0%
r34,0.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,13.3%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,90.4%
r3,6.7%,6.7%
r24,15.0%,2.5%
r32,0.0%,0.0%
r16,33.3%,3.3%
r28,42.2%,57.8%
r25,83.3%,6.7%
r23,0.0%,11.1%
r18,3.3%,20.0%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,55.0%,55.0%
r17,13.3%,36.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,0.0%
r30,23.3%,3.3%
r22,11.9%,9.5%
r26,0.0%,40.0%
r9,100.0%,0.0%
r14,48.9%,6.7%
r2,60.0%,32.5%
r20,27.5%,20.0%
r15,0.0%,0.0%
Total,40.6%,39.1%
