List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,28.6%,80.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,5.7%
r6,0.0%,97.1%
r29,0.0%,100.0%
r3,13.3%,20.0%
r24,15.0%,7.5%
r32,100.0%,96.7%
r16,46.7%,3.3%
r28,100.0%,57.8%
r25,83.3%,6.7%
r23,11.1%,11.1%
r18,20.0%,20.0%
r11,22.2%,22.2%
r27,96.0%,4.0%
r5,25.0%,40.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,53.3%,3.3%
r22,9.5%,14.3%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,51.1%,0.0%
r2,32.5%,60.0%
r20,75.0%,20.0%
r15,0.0%,0.0%
Total,41.8%,38.7%
