List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,23.3%
r10,20.0%,20.0%
r21,0.0%,25.0%
r34,20.0%,14.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,0.0%
r13,42.9%,40.0%
r6,91.4%,71.4%
r29,7.7%,3.8%
r3,13.3%,13.3%
r24,15.0%,17.5%
r32,96.7%,96.7%
r16,33.3%,36.7%
r28,42.2%,33.3%
r25,83.3%,83.3%
r23,16.7%,27.8%
r18,6.7%,3.3%
r11,31.1%,31.1%
r27,4.0%,4.0%
r5,12.5%,40.0%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,0.0%,80.0%
r1,70.0%,70.0%
r30,3.3%,30.0%
r22,2.4%,7.1%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,22.2%,40.0%
r2,30.0%,45.0%
r20,47.5%,47.5%
r15,0.0%,33.3%
Total,32.2%,37.0%
