List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,40.0%
r13,17.1%,37.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,24.4%,24.4%
r25,23.3%,10.0%
r23,0.0%,0.0%
r18,20.0%,23.3%
r11,8.9%,20.0%
r27,96.0%,0.0%
r5,25.0%,5.0%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,70.0%,53.3%
r30,10.0%,30.0%
r22,11.9%,2.4%
r26,0.0%,20.0%
r9,0.0%,4.5%
r14,44.4%,46.7%
r2,47.5%,20.0%
r20,20.0%,42.5%
r15,26.7%,0.0%
Total,34.5%,28.6%
