List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,26.7%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,68.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,100.0%,94.3%
r6,51.4%,51.4%
r29,0.0%,0.0%
r3,13.3%,6.7%
r24,2.5%,17.5%
r32,100.0%,0.0%
r16,40.0%,13.3%
r28,57.8%,57.8%
r25,80.0%,80.0%
r23,0.0%,16.7%
r18,10.0%,13.3%
r11,24.4%,73.3%
r27,96.0%,96.0%
r5,2.5%,25.0%
r17,20.0%,6.7%
r19,82.4%,0.0%
r8,80.0%,43.3%
r1,0.0%,70.0%
r30,43.3%,0.0%
r22,2.4%,7.1%
r26,40.0%,0.0%
r9,95.5%,95.5%
r14,28.9%,22.2%
r2,62.5%,62.5%
r20,72.5%,72.5%
r15,60.0%,80.0%
Total,42.3%,43.4%
