List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,100.0%,26.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,62.9%,48.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,43.3%
r13,40.0%,40.0%
r6,97.1%,91.4%
r29,13.5%,86.5%
r3,80.0%,0.0%
r24,2.5%,5.0%
r32,100.0%,0.0%
r16,0.0%,3.3%
r28,33.3%,75.6%
r25,23.3%,26.7%
r23,0.0%,5.6%
r18,6.7%,6.7%
r11,37.8%,15.6%
r27,100.0%,96.0%
r5,2.5%,0.0%
r17,6.7%,0.0%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,73.3%,73.3%
r30,13.3%,10.0%
r22,2.4%,0.0%
r26,26.7%,13.3%
r9,0.0%,0.0%
r14,57.8%,51.1%
r2,47.5%,27.5%
r20,37.5%,30.0%
r15,50.0%,0.0%
Total,39.1%,36.4%
