List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,20.0%,0.0%
r21,0.0%,100.0%
r34,45.7%,22.9%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,3.3%,3.3%
r13,54.3%,54.3%
r6,37.1%,37.1%
r29,98.1%,100.0%
r3,6.7%,6.7%
r24,2.5%,20.0%
r32,96.7%,100.0%
r16,6.7%,6.7%
r28,33.3%,42.2%
r25,76.7%,0.0%
r23,22.2%,5.6%
r18,10.0%,13.3%
r11,73.3%,0.0%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,6.7%,0.0%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,93.3%,76.7%
r30,16.7%,3.3%
r22,4.8%,16.7%
r26,0.0%,100.0%
r9,0.0%,0.0%
r14,20.0%,6.7%
r2,35.0%,35.0%
r20,72.5%,72.5%
r15,30.0%,23.3%
Total,37.8%,34.6%
