List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,25.0%,0.0%
r34,57.1%,51.4%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,13.3%,40.0%
r13,40.0%,48.6%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,6.7%
r24,17.5%,2.5%
r32,0.0%,100.0%
r16,50.0%,0.0%
r28,33.3%,42.2%
r25,10.0%,36.7%
r23,5.6%,5.6%
r18,23.3%,3.3%
r11,24.4%,8.9%
r27,96.0%,0.0%
r5,5.0%,0.0%
r17,3.3%,50.0%
r19,0.0%,0.0%
r8,96.7%,96.7%
r1,73.3%,0.0%
r30,6.7%,36.7%
r22,4.8%,11.9%
r26,26.7%,6.7%
r9,18.2%,27.3%
r14,60.0%,11.1%
r2,45.0%,30.0%
r20,45.0%,27.5%
r15,26.7%,0.0%
Total,31.6%,29.3%
