List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,23.3%
r10,0.0%,0.0%
r21,100.0%,25.0%
r34,17.1%,22.9%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,3.3%
r13,40.0%,40.0%
r6,40.0%,0.0%
r29,5.8%,46.2%
r3,20.0%,6.7%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,23.3%,23.3%
r28,33.3%,33.3%
r25,3.3%,6.7%
r23,16.7%,0.0%
r18,6.7%,3.3%
r11,31.1%,42.2%
r27,96.0%,96.0%
r5,12.5%,42.5%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,86.7%,83.3%
r1,70.0%,10.0%
r30,3.3%,20.0%
r22,2.4%,4.8%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,37.8%,6.7%
r2,45.0%,30.0%
r20,20.0%,47.5%
r15,0.0%,13.3%
Total,33.4%,31.9%
