List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,100.0%,76.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,5.7%,54.3%
r4,10.0%,0.0%
r33,0.0%,0.0%
r12,40.0%,3.3%
r13,65.7%,37.1%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,13.3%,0.0%
r24,2.5%,15.0%
r32,0.0%,100.0%
r16,53.3%,53.3%
r28,75.6%,24.4%
r25,80.0%,80.0%
r23,5.6%,16.7%
r18,6.7%,20.0%
r11,42.2%,0.0%
r27,96.0%,4.0%
r5,25.0%,30.0%
r17,40.0%,3.3%
r19,0.0%,100.0%
r8,86.7%,83.3%
r1,0.0%,16.7%
r30,16.7%,23.3%
r22,11.9%,16.7%
r26,13.3%,0.0%
r9,0.0%,63.6%
r14,57.8%,48.9%
r2,50.0%,50.0%
r20,52.5%,42.5%
r15,0.0%,26.7%
Total,32.8%,31.9%
