List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,23.3%
r10,0.0%,40.0%
r21,100.0%,100.0%
r34,22.9%,48.6%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,6.7%
r13,40.0%,54.3%
r6,91.4%,71.4%
r29,46.2%,11.5%
r3,0.0%,13.3%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,26.7%,36.7%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,23.3%,13.3%
r11,22.2%,2.2%
r27,4.0%,4.0%
r5,37.5%,40.0%
r17,10.0%,3.3%
r19,0.0%,100.0%
r8,3.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,10.0%
r22,4.8%,4.8%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,26.7%,2.2%
r2,25.0%,32.5%
r20,20.0%,47.5%
r15,60.0%,33.3%
Total,37.5%,38.4%
