List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,73.3%,26.7%
r10,40.0%,40.0%
r21,25.0%,0.0%
r34,60.0%,68.6%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,94.3%,54.3%
r6,42.9%,40.0%
r29,50.0%,40.4%
r3,6.7%,0.0%
r24,12.5%,20.0%
r32,96.7%,0.0%
r16,20.0%,36.7%
r28,33.3%,42.2%
r25,80.0%,0.0%
r23,16.7%,5.6%
r18,30.0%,13.3%
r11,22.2%,22.2%
r27,4.0%,96.0%
r5,12.5%,25.0%
r17,23.3%,20.0%
r19,100.0%,0.0%
r8,80.0%,80.0%
r1,83.3%,76.7%
r30,3.3%,26.7%
r22,2.4%,7.1%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,46.7%,31.1%
r2,52.5%,55.0%
r20,72.5%,72.5%
r15,93.3%,90.0%
Total,47.2%,41.0%
