List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,48.6%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,14.3%,5.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,6.7%,10.0%
r28,42.2%,42.2%
r25,23.3%,23.3%
r23,61.1%,0.0%
r18,10.0%,26.7%
r11,11.1%,11.1%
r27,96.0%,96.0%
r5,5.0%,5.0%
r17,20.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,83.3%
r1,43.3%,50.0%
r30,36.7%,36.7%
r22,2.4%,0.0%
r26,0.0%,13.3%
r9,0.0%,27.3%
r14,60.0%,35.6%
r2,20.0%,30.0%
r20,47.5%,42.5%
r15,0.0%,26.7%
Total,31.8%,35.3%
