List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,26.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,68.6%,68.6%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,100.0%,100.0%
r6,51.4%,37.1%
r29,9.6%,86.5%
r3,13.3%,13.3%
r24,15.0%,20.0%
r32,100.0%,96.7%
r16,3.3%,46.7%
r28,33.3%,42.2%
r25,76.7%,76.7%
r23,11.1%,22.2%
r18,13.3%,10.0%
r11,22.2%,22.2%
r27,0.0%,96.0%
r5,25.0%,5.0%
r17,10.0%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,93.3%,96.7%
r30,50.0%,40.0%
r22,4.8%,7.1%
r26,40.0%,0.0%
r9,0.0%,0.0%
r14,40.0%,28.9%
r2,0.0%,0.0%
r20,20.0%,72.5%
r15,0.0%,0.0%
Total,36.0%,42.3%
