List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,100.0%,100.0%
r10,0.0%,60.0%
r21,0.0%,0.0%
r34,54.3%,28.6%
r4,20.0%,0.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,54.3%,54.3%
r6,97.1%,2.9%
r29,13.5%,13.5%
r3,60.0%,0.0%
r24,7.5%,5.0%
r32,100.0%,100.0%
r16,46.7%,50.0%
r28,24.4%,24.4%
r25,60.0%,10.0%
r23,22.2%,44.4%
r18,20.0%,20.0%
r11,68.9%,33.3%
r27,100.0%,96.0%
r5,25.0%,25.0%
r17,46.7%,50.0%
r19,0.0%,0.0%
r8,0.0%,86.7%
r1,0.0%,0.0%
r30,13.3%,3.3%
r22,0.0%,2.4%
r26,26.7%,20.0%
r9,31.8%,59.1%
r14,66.7%,64.4%
r2,32.5%,50.0%
r20,57.5%,60.0%
r15,30.0%,26.7%
Total,39.2%,35.0%
