List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,23.3%
r10,0.0%,20.0%
r21,100.0%,0.0%
r34,20.0%,11.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,40.0%,40.0%
r6,74.3%,37.1%
r29,32.7%,36.5%
r3,0.0%,6.7%
r24,15.0%,12.5%
r32,96.7%,96.7%
r16,33.3%,36.7%
r28,42.2%,33.3%
r25,83.3%,6.7%
r23,27.8%,11.1%
r18,23.3%,6.7%
r11,31.1%,42.2%
r27,4.0%,96.0%
r5,42.5%,10.0%
r17,13.3%,0.0%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,3.3%,6.7%
r22,2.4%,7.1%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,22.2%,35.6%
r2,30.0%,45.0%
r20,20.0%,47.5%
r15,76.7%,66.7%
Total,37.4%,35.0%
