List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,0.0%,100.0%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,8.6%,0.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,23.3%
r13,94.3%,94.3%
r6,97.1%,94.3%
r29,100.0%,9.6%
r3,13.3%,13.3%
r24,12.5%,17.5%
r32,0.0%,0.0%
r16,40.0%,40.0%
r28,57.8%,42.2%
r25,83.3%,0.0%
r23,33.3%,27.8%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,100.0%,96.0%
r5,55.0%,7.5%
r17,6.7%,13.3%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,0.0%,0.0%
r30,16.7%,6.7%
r22,14.3%,7.1%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,48.9%,48.9%
r2,60.0%,50.0%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,42.7%,39.9%
