List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,100.0%,100.0%
r10,20.0%,40.0%
r21,75.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,0.0%
r13,8.6%,42.9%
r6,0.0%,0.0%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,5.0%,17.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,0.0%
r25,26.7%,23.3%
r23,0.0%,27.8%
r18,10.0%,20.0%
r11,15.6%,15.6%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,23.3%,0.0%
r19,94.1%,100.0%
r8,96.7%,93.3%
r1,3.3%,66.7%
r30,13.3%,13.3%
r22,0.0%,9.5%
r26,20.0%,20.0%
r9,4.5%,9.1%
r14,64.4%,57.8%
r2,10.0%,0.0%
r20,50.0%,40.0%
r15,0.0%,0.0%
Total,35.0%,34.3%
