List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,100.0%,0.0%
r10,20.0%,60.0%
r21,0.0%,25.0%
r34,60.0%,60.0%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,36.7%,10.0%
r13,8.6%,34.3%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,0.0%,24.4%
r25,0.0%,43.3%
r23,0.0%,0.0%
r18,6.7%,3.3%
r11,24.4%,20.0%
r27,96.0%,96.0%
r5,7.5%,5.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,96.7%,96.7%
r1,16.7%,73.3%
r30,43.3%,0.0%
r22,14.3%,9.5%
r26,26.7%,26.7%
r9,0.0%,36.4%
r14,60.0%,55.6%
r2,32.5%,0.0%
r20,25.0%,27.5%
r15,26.7%,0.0%
Total,29.4%,30.1%
