List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,76.7%
r10,0.0%,20.0%
r21,100.0%,100.0%
r34,31.4%,31.4%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,20.0%
r13,42.9%,37.1%
r6,91.4%,77.1%
r29,3.8%,50.0%
r3,13.3%,33.3%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,36.7%,46.7%
r28,42.2%,57.8%
r25,80.0%,23.3%
r23,38.9%,22.2%
r18,6.7%,3.3%
r11,33.3%,33.3%
r27,100.0%,100.0%
r5,5.0%,12.5%
r17,10.0%,40.0%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,56.7%,6.7%
r30,0.0%,0.0%
r22,4.8%,2.4%
r26,0.0%,40.0%
r9,27.3%,0.0%
r14,40.0%,31.1%
r2,40.0%,40.0%
r20,75.0%,0.0%
r15,30.0%,26.7%
Total,35.5%,36.7%
