List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,23.3%,76.7%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,62.9%,62.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,48.6%,48.6%
r6,88.6%,88.6%
r29,90.4%,57.7%
r3,13.3%,6.7%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,53.3%,46.7%
r28,57.8%,57.8%
r25,6.7%,83.3%
r23,11.1%,5.6%
r18,20.0%,20.0%
r11,22.2%,24.4%
r27,0.0%,100.0%
r5,15.0%,15.0%
r17,30.0%,13.3%
r19,0.0%,0.0%
r8,3.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,7.1%,9.5%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,40.0%,6.7%
r2,30.0%,50.0%
r20,27.5%,75.0%
r15,0.0%,76.7%
Total,37.8%,45.7%
