List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,11.4%,28.6%
r6,0.0%,97.1%
r29,86.5%,13.5%
r3,60.0%,13.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,73.3%,76.7%
r28,33.3%,40.0%
r25,13.3%,43.3%
r23,5.6%,0.0%
r18,20.0%,20.0%
r11,17.8%,8.9%
r27,96.0%,0.0%
r5,2.5%,47.5%
r17,0.0%,10.0%
r19,0.0%,0.0%
r8,90.0%,0.0%
r1,6.7%,3.3%
r30,0.0%,40.0%
r22,21.4%,2.4%
r26,46.7%,20.0%
r9,0.0%,0.0%
r14,60.0%,51.1%
r2,45.0%,45.0%
r20,40.0%,55.0%
r15,26.7%,26.7%
Total,35.2%,32.7%
