List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,76.7%,23.3%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,17.1%,25.7%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,51.4%,51.4%
r6,91.4%,91.4%
r29,9.6%,46.2%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,0.0%,96.7%
r16,36.7%,40.0%
r28,24.4%,42.2%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,10.0%,6.7%
r11,22.2%,22.2%
r27,0.0%,0.0%
r5,42.5%,27.5%
r17,23.3%,26.7%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,70.0%,70.0%
r30,10.0%,6.7%
r22,4.8%,2.4%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,35.6%,13.3%
r2,25.0%,55.0%
r20,75.0%,47.5%
r15,70.0%,66.7%
Total,36.0%,35.4%
