List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,75.0%,0.0%
r34,57.1%,57.1%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,42.9%,48.6%
r6,97.1%,0.0%
r29,86.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,20.0%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,0.0%,0.0%
r25,56.7%,10.0%
r23,0.0%,0.0%
r18,23.3%,10.0%
r11,6.7%,6.7%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,0.0%,53.3%
r19,0.0%,100.0%
r8,96.7%,0.0%
r1,73.3%,70.0%
r30,3.3%,6.7%
r22,4.8%,2.4%
r26,13.3%,13.3%
r9,22.7%,36.4%
r14,60.0%,60.0%
r2,0.0%,45.0%
r20,40.0%,27.5%
r15,26.7%,0.0%
Total,36.8%,32.2%
