List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,76.7%,23.3%
r10,20.0%,20.0%
r21,25.0%,25.0%
r34,17.1%,11.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,20.0%,3.3%
r13,42.9%,40.0%
r6,91.4%,71.4%
r29,32.7%,36.5%
r3,6.7%,13.3%
r24,5.0%,15.0%
r32,96.7%,96.7%
r16,33.3%,26.7%
r28,33.3%,42.2%
r25,83.3%,3.3%
r23,16.7%,5.6%
r18,3.3%,20.0%
r11,22.2%,31.1%
r27,4.0%,96.0%
r5,12.5%,25.0%
r17,3.3%,6.7%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,2.4%,7.1%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,17.8%,55.6%
r2,45.0%,45.0%
r20,20.0%,47.5%
r15,10.0%,43.3%
Total,35.2%,35.3%
