List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,100.0%
r34,28.6%,34.3%
r4,30.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,20.0%
r13,11.4%,42.9%
r6,74.3%,94.3%
r29,76.9%,48.1%
r3,13.3%,0.0%
r24,17.5%,15.0%
r32,100.0%,96.7%
r16,33.3%,40.0%
r28,100.0%,42.2%
r25,83.3%,6.7%
r23,11.1%,16.7%
r18,13.3%,23.3%
r11,24.4%,73.3%
r27,4.0%,100.0%
r5,45.0%,45.0%
r17,0.0%,36.7%
r19,100.0%,0.0%
r8,0.0%,3.3%
r1,70.0%,70.0%
r30,20.0%,0.0%
r22,2.4%,4.8%
r26,40.0%,40.0%
r9,0.0%,100.0%
r14,55.6%,53.3%
r2,50.0%,45.0%
r20,20.0%,75.0%
r15,70.0%,16.7%
Total,43.3%,45.4%
