List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,100.0%,100.0%
r34,60.0%,57.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,6.7%
r13,42.9%,14.3%
r6,42.9%,51.4%
r29,38.5%,38.5%
r3,13.3%,6.7%
r24,15.0%,15.0%
r32,100.0%,96.7%
r16,40.0%,13.3%
r28,75.6%,42.2%
r25,80.0%,80.0%
r23,16.7%,16.7%
r18,3.3%,23.3%
r11,22.2%,24.4%
r27,96.0%,4.0%
r5,12.5%,42.5%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,26.7%,10.0%
r22,19.0%,2.4%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,35.6%,44.4%
r2,25.0%,25.0%
r20,47.5%,72.5%
r15,76.7%,6.7%
Total,44.7%,40.7%
