List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,62.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,6.7%
r13,11.4%,34.3%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,80.0%,0.0%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,24.4%,24.4%
r25,3.3%,20.0%
r23,0.0%,0.0%
r18,20.0%,23.3%
r11,31.1%,26.7%
r27,0.0%,96.0%
r5,5.0%,5.0%
r17,3.3%,0.0%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,6.7%,70.0%
r30,6.7%,20.0%
r22,2.4%,0.0%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,40.0%,44.4%
r2,27.5%,0.0%
r20,47.5%,12.5%
r15,0.0%,0.0%
Total,32.6%,34.0%
