List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,100.0%,100.0%
r34,42.9%,80.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,23.3%,30.0%
r13,42.9%,5.7%
r6,97.1%,97.1%
r29,0.0%,46.2%
r3,6.7%,20.0%
r24,15.0%,12.5%
r32,100.0%,100.0%
r16,46.7%,53.3%
r28,100.0%,42.2%
r25,0.0%,83.3%
r23,16.7%,0.0%
r18,23.3%,23.3%
r11,48.9%,24.4%
r27,96.0%,100.0%
r5,47.5%,45.0%
r17,33.3%,3.3%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,6.7%,0.0%
r22,14.3%,19.0%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,37.8%,8.9%
r2,55.0%,35.0%
r20,20.0%,75.0%
r15,16.7%,0.0%
Total,43.1%,45.6%
