List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,17.1%,14.3%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,10.0%,15.0%
r32,0.0%,0.0%
r16,3.3%,46.7%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,20.0%,13.3%
r11,73.3%,2.2%
r27,0.0%,96.0%
r5,55.0%,27.5%
r17,40.0%,36.7%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,0.0%,0.0%
r30,20.0%,0.0%
r22,11.9%,26.2%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,46.7%,48.9%
r2,60.0%,60.0%
r20,0.0%,75.0%
r15,0.0%,0.0%
Total,39.5%,44.6%
