List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,80.0%,0.0%
r21,75.0%,75.0%
r34,80.0%,14.3%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,10.0%,7.5%
r32,0.0%,0.0%
r16,3.3%,23.3%
r28,100.0%,42.2%
r25,0.0%,3.3%
r23,5.6%,16.7%
r18,6.7%,20.0%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,25.0%,55.0%
r17,40.0%,30.0%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,70.0%,86.7%
r30,0.0%,10.0%
r22,11.9%,9.5%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,68.9%,8.9%
r2,10.0%,32.5%
r20,27.5%,75.0%
r15,0.0%,0.0%
Total,46.5%,46.5%
