List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,25.0%
r34,57.1%,57.1%
r4,10.0%,0.0%
r33,85.7%,100.0%
r12,3.3%,3.3%
r13,42.9%,40.0%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,80.0%
r24,7.5%,22.5%
r32,100.0%,100.0%
r16,13.3%,0.0%
r28,42.2%,42.2%
r25,10.0%,10.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,11.1%,22.2%
r27,96.0%,96.0%
r5,2.5%,2.5%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,60.0%,16.7%
r30,26.7%,10.0%
r22,9.5%,9.5%
r26,20.0%,13.3%
r9,0.0%,9.1%
r14,60.0%,55.6%
r2,45.0%,47.5%
r20,37.5%,40.0%
r15,0.0%,16.7%
Total,32.5%,35.2%
