List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,100.0%,0.0%
r34,48.6%,20.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,40.0%,40.0%
r6,51.4%,40.0%
r29,53.8%,53.8%
r3,13.3%,13.3%
r24,15.0%,5.0%
r32,100.0%,100.0%
r16,36.7%,46.7%
r28,75.6%,24.4%
r25,80.0%,80.0%
r23,11.1%,16.7%
r18,6.7%,10.0%
r11,48.9%,48.9%
r27,96.0%,96.0%
r5,45.0%,45.0%
r17,33.3%,23.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,36.7%,6.7%
r22,2.4%,2.4%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,31.1%,2.2%
r2,45.0%,45.0%
r20,72.5%,72.5%
r15,0.0%,90.0%
Total,47.9%,45.0%
