List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,100.0%
r34,48.6%,42.9%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,13.3%
r13,5.7%,40.0%
r6,97.1%,2.9%
r29,90.4%,100.0%
r3,6.7%,20.0%
r24,17.5%,15.0%
r32,100.0%,100.0%
r16,13.3%,46.7%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,16.7%,22.2%
r18,20.0%,3.3%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,5.0%,55.0%
r17,40.0%,40.0%
r19,0.0%,0.0%
r8,86.7%,80.0%
r1,0.0%,70.0%
r30,3.3%,0.0%
r22,9.5%,9.5%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,48.9%,26.7%
r2,42.5%,97.5%
r20,75.0%,75.0%
r15,0.0%,86.7%
Total,44.0%,50.5%
