List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,80.0%,5.7%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,48.6%,94.3%
r6,97.1%,94.3%
r29,0.0%,100.0%
r3,13.3%,13.3%
r24,7.5%,5.0%
r32,96.7%,0.0%
r16,46.7%,46.7%
r28,42.2%,100.0%
r25,83.3%,6.7%
r23,33.3%,5.6%
r18,26.7%,13.3%
r11,2.2%,22.2%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,40.0%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,3.3%,3.3%
r30,0.0%,3.3%
r22,14.3%,21.4%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,64.4%,64.4%
r2,5.0%,60.0%
r20,20.0%,0.0%
r15,0.0%,0.0%
Total,41.7%,45.0%
