List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,23.3%,76.7%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,16.7%
r13,51.4%,42.9%
r6,97.1%,97.1%
r29,9.6%,44.2%
r3,6.7%,0.0%
r24,10.0%,15.0%
r32,100.0%,100.0%
r16,50.0%,46.7%
r28,42.2%,57.8%
r25,3.3%,83.3%
r23,5.6%,5.6%
r18,20.0%,16.7%
r11,22.2%,24.4%
r27,96.0%,100.0%
r5,25.0%,40.0%
r17,16.7%,13.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,26.7%,3.3%
r22,0.0%,23.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,44.4%,48.9%
r2,55.0%,55.0%
r20,75.0%,47.5%
r15,0.0%,0.0%
Total,39.4%,45.3%
