List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,75.0%,25.0%
r34,17.1%,31.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,3.3%
r13,40.0%,14.3%
r6,40.0%,40.0%
r29,36.5%,38.5%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,36.7%,40.0%
r28,33.3%,24.4%
r25,6.7%,83.3%
r23,5.6%,16.7%
r18,23.3%,23.3%
r11,22.2%,22.2%
r27,96.0%,4.0%
r5,12.5%,42.5%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,86.7%,83.3%
r1,70.0%,70.0%
r30,23.3%,23.3%
r22,2.4%,4.8%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,37.8%,33.3%
r2,30.0%,25.0%
r20,20.0%,47.5%
r15,0.0%,23.3%
Total,35.7%,36.9%
