List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,14.3%,65.7%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,13.3%
r13,48.6%,48.6%
r6,94.3%,91.4%
r29,5.8%,42.3%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,100.0%,100.0%
r16,26.7%,40.0%
r28,24.4%,100.0%
r25,6.7%,83.3%
r23,11.1%,11.1%
r18,3.3%,23.3%
r11,22.2%,24.4%
r27,96.0%,0.0%
r5,42.5%,40.0%
r17,23.3%,23.3%
r19,0.0%,0.0%
r8,3.3%,86.7%
r1,70.0%,70.0%
r30,0.0%,23.3%
r22,7.1%,9.5%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,26.7%,48.9%
r2,25.0%,22.5%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,32.6%,44.7%
