List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,22.9%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,0.0%
r6,51.4%,40.0%
r29,90.4%,90.4%
r3,20.0%,6.7%
r24,2.5%,25.0%
r32,100.0%,100.0%
r16,13.3%,16.7%
r28,42.2%,33.3%
r25,80.0%,76.7%
r23,27.8%,5.6%
r18,23.3%,16.7%
r11,42.2%,24.4%
r27,96.0%,4.0%
r5,2.5%,17.5%
r17,23.3%,10.0%
r19,82.4%,0.0%
r8,80.0%,43.3%
r1,0.0%,0.0%
r30,56.7%,0.0%
r22,2.4%,2.4%
r26,0.0%,100.0%
r9,0.0%,0.0%
r14,46.7%,35.6%
r2,35.0%,52.5%
r20,22.5%,20.0%
r15,60.0%,0.0%
Total,42.5%,32.5%
