List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,100.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,14.3%
r12,36.7%,36.7%
r13,37.1%,5.7%
r6,2.9%,97.1%
r29,13.5%,13.5%
r3,13.3%,73.3%
r24,27.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,73.3%
r28,37.8%,37.8%
r25,6.7%,13.3%
r23,11.1%,5.6%
r18,16.7%,3.3%
r11,26.7%,13.3%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,0.0%,3.3%
r19,100.0%,100.0%
r8,96.7%,0.0%
r1,10.0%,0.0%
r30,6.7%,33.3%
r22,0.0%,19.0%
r26,13.3%,13.3%
r9,13.6%,0.0%
r14,48.9%,31.1%
r2,0.0%,0.0%
r20,55.0%,17.5%
r15,26.7%,26.7%
Total,33.3%,27.0%
