List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,75.0%
r34,60.0%,0.0%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,36.7%,40.0%
r13,5.7%,5.7%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,73.3%,80.0%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,37.8%,24.4%
r25,10.0%,3.3%
r23,0.0%,0.0%
r18,20.0%,6.7%
r11,6.7%,15.6%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,53.3%,6.7%
r19,0.0%,100.0%
r8,96.7%,0.0%
r1,6.7%,0.0%
r30,6.7%,0.0%
r22,7.1%,19.0%
r26,6.7%,20.0%
r9,0.0%,0.0%
r14,48.9%,48.9%
r2,47.5%,45.0%
r20,15.0%,35.0%
r15,0.0%,0.0%
Total,34.9%,27.1%
