List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,75.0%,100.0%
r34,54.3%,48.6%
r4,20.0%,10.0%
r33,0.0%,100.0%
r12,6.7%,3.3%
r13,40.0%,45.7%
r6,71.4%,91.4%
r29,40.4%,17.3%
r3,6.7%,6.7%
r24,12.5%,2.5%
r32,96.7%,96.7%
r16,33.3%,36.7%
r28,24.4%,57.8%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,20.0%,20.0%
r11,22.2%,48.9%
r27,96.0%,96.0%
r5,42.5%,22.5%
r17,3.3%,23.3%
r19,0.0%,0.0%
r8,86.7%,3.3%
r1,70.0%,23.3%
r30,23.3%,6.7%
r22,7.1%,11.9%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,22.2%,48.9%
r2,0.0%,32.5%
r20,20.0%,75.0%
r15,56.7%,16.7%
Total,37.5%,42.1%
