List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,30.0%,43.3%
r13,94.3%,94.3%
r6,51.4%,37.1%
r29,76.9%,100.0%
r3,6.7%,6.7%
r24,25.0%,12.5%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,42.2%,57.8%
r25,76.7%,76.7%
r23,5.6%,16.7%
r18,3.3%,20.0%
r11,22.2%,22.2%
r27,0.0%,96.0%
r5,25.0%,5.0%
r17,33.3%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,96.7%
r30,16.7%,3.3%
r22,14.3%,9.5%
r26,100.0%,40.0%
r9,95.5%,95.5%
r14,42.2%,17.8%
r2,0.0%,92.5%
r20,0.0%,72.5%
r15,66.7%,0.0%
Total,40.4%,49.7%
