List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,80.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,15.0%,5.0%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,23.3%,13.3%
r11,0.0%,2.2%
r27,100.0%,100.0%
r5,12.5%,55.0%
r17,40.0%,13.3%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,0.0%,0.0%
r30,20.0%,16.7%
r22,7.1%,2.4%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,64.4%,62.2%
r2,5.0%,60.0%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,44.0%,44.5%
