List,gaussian_mixture,kmeans
r31,50.0%,83.3%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,54.3%,28.6%
r4,0.0%,70.0%
r33,100.0%,0.0%
r12,33.3%,3.3%
r13,40.0%,40.0%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,0.0%,73.3%
r24,5.0%,20.0%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,24.4%,33.3%
r25,13.3%,26.7%
r23,27.8%,5.6%
r18,3.3%,3.3%
r11,11.1%,26.7%
r27,100.0%,100.0%
r5,25.0%,25.0%
r17,0.0%,10.0%
r19,0.0%,0.0%
r8,93.3%,0.0%
r1,0.0%,73.3%
r30,40.0%,0.0%
r22,0.0%,2.4%
r26,20.0%,13.3%
r9,0.0%,0.0%
r14,51.1%,57.8%
r2,5.0%,22.5%
r20,30.0%,20.0%
r15,0.0%,26.7%
Total,29.3%,31.7%
