List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,100.0%,0.0%
r34,25.7%,48.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,54.3%,94.3%
r6,91.4%,40.0%
r29,50.0%,40.4%
r3,6.7%,13.3%
r24,2.5%,10.0%
r32,100.0%,100.0%
r16,3.3%,6.7%
r28,42.2%,57.8%
r25,80.0%,10.0%
r23,5.6%,5.6%
r18,23.3%,10.0%
r11,24.4%,24.4%
r27,100.0%,0.0%
r5,42.5%,42.5%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,93.3%
r30,23.3%,23.3%
r22,2.4%,2.4%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,15.6%,2.2%
r2,45.0%,0.0%
r20,20.0%,20.0%
r15,90.0%,93.3%
Total,43.7%,37.4%
